ensg.temp	genes.temp
ENSG00000150337.9	FCGR1A
ENSG00000158773.10	USF1
ENSG00000179930.5	ZNF648
ENSG00000081277.7	PKP1
ENSG00000159166.9	LAD1
ENSG00000173335.4	CST9
ENSG00000124143.6	ARHGAP40
ENSG00000124233.10	SEMG1
ENSG00000184012.7	TMPRSS2
ENSG00000128203.6	ASPHD2
ENSG00000099995.14	SF3A1
ENSG00000077942.13	FBLN1
ENSG00000100253.8	MIOX
ENSG00000013016.10	EHD3
ENSG00000239605.4	C2orf61
ENSG00000196228.2	SULT1C3
ENSG00000136689.14	IL1RN
ENSG00000074047.16	GLI2
ENSG00000196604.7	POTEF
ENSG00000188219.10	POTEE
ENSG00000178385.9	PLEKHM3
ENSG00000163539.11	CLASP2
ENSG00000182983.10	ZNF662
ENSG00000178055.8	PRSS42
ENSG00000183763.4	TRAIP
ENSG00000113924.7	HGD
ENSG00000121552.3	CSTA
ENSG00000174579.3	MSL2
ENSG00000186432.4	KPNA4
ENSG00000171121.12	KCNMB3
ENSG00000137440.3	FGFBP1
ENSG00000181982.13	CCDC149
ENSG00000109255.7	NMU
ENSG00000171234.9	UGT2B7
ENSG00000171201.6	SMR3B
ENSG00000171199.5	PROL1
ENSG00000132465.6	IGJ
ENSG00000124875.5	CXCL6
ENSG00000164169.8	PRMT10
ENSG00000109572.9	CLCN3
ENSG00000056097.11	ZFR
ENSG00000175857.4	GAPT
ENSG00000113448.12	PDE4D
ENSG00000130449.5	ZSWIM6
ENSG00000198944.4	SOWAHA
ENSG00000113583.6	C5orf15
ENSG00000177733.4	HNRNPA0
ENSG00000038274.12	MAT2B
ENSG00000234511.4	C5orf58
ENSG00000113194.8	FAF2
ENSG00000165671.14	NSD1
ENSG00000137265.10	IRF4
ENSG00000204687.3	MAS1L
ENSG00000196260.3	SFTA2
ENSG00000204544.5	MUC21
ENSG00000197753.6	LHFPL5
ENSG00000178233.13	TMEM151B
ENSG00000112210.7	RAB23
ENSG00000135577.4	NMBR
ENSG00000112029.5	FBXO5
ENSG00000183742.8	MACC1
ENSG00000106031.6	HOXA13
ENSG00000086288.7	NME8
ENSG00000136206.3	SPDYE1
ENSG00000001630.11	CYP51A1
ENSG00000090266.8	NDUFB2
ENSG00000221970.1	OR2A1
ENSG00000164778.4	EN2
ENSG00000147471.7	PROSC
ENSG00000253729.3	PRKDC
ENSG00000147485.8	PXDNL
ENSG00000198363.11	ASPH
ENSG00000104312.6	RIPK2
ENSG00000184374.2	COLEC10
ENSG00000175946.8	KLHL38
ENSG00000165071.10	TMEM71
ENSG00000169436.12	COL22A1
ENSG00000137055.10	PLAA
ENSG00000184434.7	LRRC19
ENSG00000148335.10	NTMT1
ENSG00000122133.12	PAEP
ENSG00000165997.4	ARL5B
ENSG00000077327.11	SPAG6
ENSG00000169813.12	HNRNPF
ENSG00000222047.4	C10orf55
ENSG00000269948.1	RP11-248J23.6
ENSG00000181023.5	OR56B1
ENSG00000198283.2	OR5B21
ENSG00000167985.2	SDHAF2
ENSG00000175602.2	CCDC85B
ENSG00000175564.8	UCP3
ENSG00000170145.4	SIK2
ENSG00000149591.12	TAGLN
ENSG00000254873.1	RP11-770J1.5
ENSG00000134955.7	SLC37A2
ENSG00000151491.8	EPS8
ENSG00000167566.12	NCKAP5L
ENSG00000183283.11	DAZAP2
ENSG00000110955.4	ATP5B
ENSG00000175782.8	SLC35E3
ENSG00000257127.2	CLLU1
ENSG00000013503.5	POLR3B
ENSG00000111412.4	C12orf49
ENSG00000122026.6	RPL21
ENSG00000152213.3	ARL11
ENSG00000139668.7	WDFY2
ENSG00000253797.2	UTP14C
ENSG00000259003.1	AE000662.92
ENSG00000184304.10	PRKD1
ENSG00000129521.9	EGLN3
ENSG00000020577.9	SAMD4A
ENSG00000140006.7	WDR89
ENSG00000258792.1	RP11-944C7.1
ENSG00000213231.8	TCL1B
ENSG00000140297.8	GCNT3
ENSG00000159556.5	ISL2
ENSG00000172183.10	ISG20
ENSG00000167945.1	PRR25
ENSG00000183751.10	TBL3
ENSG00000197272.2	IL27
ENSG00000169682.13	SPNS1
ENSG00000067955.9	CBFB
ENSG00000103043.10	VAC14
ENSG00000261609.3	GAN
ENSG00000205018.2	RP11-830F9.6
ENSG00000259224.1	SLC35G6
ENSG00000185156.4	MFSD6L
ENSG00000109046.10	WSB1
ENSG00000161570.4	CCL5
ENSG00000067191.11	CACNB1
ENSG00000212657.1	KRTAP16-1
ENSG00000173757.5	STAT5B
ENSG00000108849.3	PPY
ENSG00000268470.1	DNAH17-AS1
ENSG00000182156.5	ENPP7
ENSG00000141564.9	RPTOR
ENSG00000197046.7	SIGLEC15
ENSG00000242550.1	SERPINB10
ENSG00000130383.6	FUT5
ENSG00000197044.6	ZNF441
ENSG00000095059.11	DHPS
ENSG00000095066.7	HOOK2
ENSG00000011243.13	AKAP8L
ENSG00000072954.2	TMEM38A
ENSG00000160113.5	NR2F6
ENSG00000105642.11	KCNN1
ENSG00000105717.9	PBX4
ENSG00000196081.5	ZNF724P
ENSG00000105258.4	POLR2I
ENSG00000179168.10	GGN
ENSG00000213921.6	LEUTX
ENSG00000079385.17	CEACAM1
ENSG00000069399.8	BCL3
ENSG00000267467.2	APOC4
ENSG00000104853.11	CLPTM1
ENSG00000160014.12	CALM3
ENSG00000223638.3	RFPL4A
ENSG00000178935.5	ZNF552
ENSG00000130725.3	UBE2M
ENSG00000171680.16	PLEKHG5
ENSG00000121774.13	KHDRBS1
ENSG00000162396.5	PARS2
ENSG00000009307.11	CSDE1
ENSG00000173212.4	MAB21L3
ENSG00000184678.8	HIST2H2BE
ENSG00000143614.7	GATAD2B
ENSG00000160789.15	LMNA
ENSG00000163534.10	FCRL1
ENSG00000143337.14	TOR1AIP1
ENSG00000198216.6	CACNA1E
ENSG00000133055.4	MYBPH
ENSG00000122188.8	LAX1
ENSG00000197520.6	FAM177B
ENSG00000154342.4	WNT3A
ENSG00000089048.10	ESF1
ENSG00000101294.12	HM13
ENSG00000101347.7	SAMHD1
ENSG00000196074.8	SYCP2
ENSG00000125533.4	BHLHE23
ENSG00000125520.9	SLC2A4RG
ENSG00000205929.5	C21orf62
ENSG00000183421.7	RIPK4
ENSG00000175329.8	ISX
ENSG00000189060.4	H1F0
ENSG00000077935.12	SMC1B
ENSG00000204923.3	FBXO48
ENSG00000114956.15	DGUOK
ENSG00000127831.6	VIL1
ENSG00000179934.5	CCR8
ENSG00000173585.11	CCR9
ENSG00000121579.8	NAA50
ENSG00000184307.9	ZDHHC23
ENSG00000170819.4	BFSP2
ENSG00000114248.5	LRRC31
ENSG00000125386.10	FAM193A
ENSG00000173013.4	CCDC96
ENSG00000109684.10	CLNK
ENSG00000197888.2	UGT2B17
ENSG00000196620.4	UGT2B15
ENSG00000249049.1	RP11-763F8.1
ENSG00000178403.3	NEUROG2
ENSG00000151466.7	SCLT1
ENSG00000164362.14	TERT
ENSG00000171617.9	ENC1
ENSG00000081189.9	MEF2C
ENSG00000198677.6	TTC37
ENSG00000181904.8	C5orf24
ENSG00000255833.1	TIFAB
ENSG00000256235.1	SMIM3
ENSG00000113302.4	IL12B
ENSG00000175309.10	PHYKPL
ENSG00000203813.4	HIST1H3H
ENSG00000198374.3	HIST1H2AL
ENSG00000124657.1	OR2B6
ENSG00000096060.10	FKBP5
ENSG00000124721.13	DNAH8
ENSG00000112212.7	TSPO2
ENSG00000096264.9	NCR2
ENSG00000124571.13	XPO5
ENSG00000146166.12	LGSN
ENSG00000118491.7	ZC2HC1B
ENSG00000203711.7	C6orf99
ENSG00000136237.14	RAPGEF5
ENSG00000158604.10	TMED4
ENSG00000006634.3	DBF4
ENSG00000205238.5	SPDYE2
ENSG00000146776.10	ATXN7L1
ENSG00000106013.8	ANKRD7
ENSG00000128510.6	CPA4
ENSG00000146857.3	STRA8
ENSG00000155561.10	NUP205
ENSG00000133619.13	KRBA1
ENSG00000130675.10	MNX1
ENSG00000253457.1	SMIM18
ENSG00000147548.12	WHSC1L1
ENSG00000147434.4	CHRNA6
ENSG00000147573.12	TRIM55
ENSG00000164953.11	TMEM67
ENSG00000205038.7	PKHD1L1
ENSG00000136960.8	ENPP2
ENSG00000080503.15	SMARCA2
ENSG00000106772.13	PRUNE2
ENSG00000171159.4	C9orf16
ENSG00000130723.13	PRRC2B
ENSG00000148297.11	MED22
ENSG00000127191.13	TRAF2
ENSG00000188316.9	ENO4
ENSG00000107938.13	C10orf137
ENSG00000167244.13	IGF2
ENSG00000188124.2	OR2AG2
ENSG00000170803.4	OR2AG1
ENSG00000182261.3	NLRP10
ENSG00000166181.8	API5
ENSG00000180475.4	OR10Q1
ENSG00000166840.9	GLYATL1
ENSG00000149476.10	DAK
ENSG00000162236.7	STX5
ENSG00000168061.9	SAC3D1
ENSG00000173237.4	C11orf86
ENSG00000175482.4	POLD4
ENSG00000110721.7	CHKA
ENSG00000054965.6	FAM168A
ENSG00000254550.1	OMP
ENSG00000174804.3	FZD4
ENSG00000118113.7	MMP8
ENSG00000166670.5	MMP10
ENSG00000137745.7	MMP13
ENSG00000255501.1	CARD18
ENSG00000166323.8	C11orf65
ENSG00000185742.6	C11orf87
ENSG00000170276.4	HSPB2
ENSG00000109906.9	ZBTB16
ENSG00000149571.6	KIRREL3
ENSG00000206044.3	AC005841.1
ENSG00000178878.8	APOLD1
ENSG00000111291.4	GPRC5D
ENSG00000181418.7	DDN
ENSG00000170465.9	KRT6C
ENSG00000123364.3	HOXC13
ENSG00000172789.3	HOXC5
ENSG00000123405.9	NFE2
ENSG00000149948.9	HMGA2
ENSG00000257242.2	C12orf79
ENSG00000151136.10	BTBD11
ENSG00000111231.4	GPN3
ENSG00000224982.2	TMEM233
ENSG00000189167.7	ZAR1L
ENSG00000188811.8	NHLRC3
ENSG00000123200.12	ZC3H13
ENSG00000185950.7	IRS2
ENSG00000092201.5	SUPT16H
ENSG00000183032.6	SLC25A21
ENSG00000180008.8	SOCS4
ENSG00000165617.10	DACT1
ENSG00000133961.15	NUMB
ENSG00000246223.4	C14orf64
ENSG00000080823.17	MOK
ENSG00000175746.4	C15orf54
ENSG00000166710.13	B2M
ENSG00000137869.9	CYP19A1
ENSG00000166813.10	KIF7
ENSG00000185716.7	C16orf52
ENSG00000121281.8	ADCY7
ENSG00000087237.6	CETP
ENSG00000135740.12	SLC9A5
ENSG00000090861.11	AARS
ENSG00000168925.6	CTRB1
ENSG00000176692.4	FOXC2
ENSG00000167703.10	SLC43A2
ENSG00000141497.9	ZMYND15
ENSG00000258315.1	C17orf49
ENSG00000132535.14	DLG4
ENSG00000132518.6	GUCY2D
ENSG00000109107.9	ALDOC
ENSG00000132591.7	ERAL1
ENSG00000073598.5	FNDC8
ENSG00000073536.13	NLE1
ENSG00000131747.10	TOP2A
ENSG00000126353.3	CCR7
ENSG00000212724.2	KRTAP2-3
ENSG00000212722.6	KRTAP4-9
ENSG00000131738.5	KRT33B
ENSG00000171360.3	KRT38
ENSG00000108840.11	HDAC5
ENSG00000159182.3	PRAC1
ENSG00000159184.7	HOXB13
ENSG00000141232.4	TOB1
ENSG00000141179.9	PCTP
ENSG00000153930.6	ANKFN1
ENSG00000087995.11	METTL2A
ENSG00000168502.13	SOGA2
ENSG00000141682.11	PMAIP1
ENSG00000166634.2	SERPINB12
ENSG00000206073.6	SERPINB4
ENSG00000064490.9	RFXANK
ENSG00000128000.11	ZNF780B
ENSG00000204957.1	AC006486.1
ENSG00000242221.4	PSG2
ENSG00000130203.5	APOE
ENSG00000188624.2	IGFL3
ENSG00000188293.5	IGFL1
ENSG00000213030.4	CGB8
ENSG00000225950.3	NTF4
ENSG00000215014.3	AL645728.1
ENSG00000142619.4	PADI3
ENSG00000173372.12	C1QA
ENSG00000268950.1	AC114494.1
ENSG00000142910.11	TINAGL1
ENSG00000225828.1	FAM229A
ENSG00000126070.14	AGO3
ENSG00000196449.3	YRDC
ENSG00000171872.4	KLF17
ENSG00000197429.6	IPP
ENSG00000117461.10	PIK3R3
ENSG00000085998.9	POMGNT1
ENSG00000203995.5	ZYG11A
ENSG00000157131.10	C8A
ENSG00000162599.11	NFIA
ENSG00000158966.9	CACHD1
ENSG00000137960.5	GIPC2
ENSG00000189195.5	BTBD8
ENSG00000203814.5	HIST2H2BF
ENSG00000184148.3	SPRR4
ENSG00000160691.14	SHC1
ENSG00000196266.4	OR10J3
ENSG00000213085.5	CCDC19
ENSG00000158859.9	ADAMTS4
ENSG00000198797.6	BRINP2
ENSG00000143333.6	RGS16
ENSG00000262180.1	OCLM
ENSG00000066279.12	ASPM
ENSG00000151418.7	ATP6V1G3
ENSG00000143845.10	ETNK2
ENSG00000142224.11	IL19
ENSG00000162891.6	IL20
ENSG00000182795.12	C1orf116
ENSG00000143753.8	DEGS1
ENSG00000185842.10	DNAH14
ENSG00000197472.10	ZNF695
ENSG00000205300.3	RP11-352D3.2
ENSG00000125845.6	BMP2
ENSG00000125868.11	DSTN
ENSG00000101049.10	SGK2
ENSG00000101040.15	ZMYND8
ENSG00000243440.2	AF165138.7
ENSG00000180530.5	NRIP1
ENSG00000142168.10	SOD1
ENSG00000267913.1	AP001055.1
ENSG00000267857.1	PRED58
ENSG00000172967.7	XKR3
ENSG00000161133.12	USP41
ENSG00000169635.5	HIC2
ENSG00000185651.10	UBE2L3
ENSG00000100335.8	MIEF1
ENSG00000100344.6	PNPLA3
ENSG00000151694.8	ADAM17
ENSG00000158125.5	XDH
ENSG00000176407.13	KCMF1
ENSG00000172071.7	EIF2AK3
ENSG00000153165.14	RGPD3
ENSG00000196659.9	TTC30B
ENSG00000174325.4	DIRC1
ENSG00000115520.4	COQ10B
ENSG00000138356.9	AOX1
ENSG00000173744.13	AGFG1
ENSG00000196639.6	HRH1
ENSG00000144712.7	CAND2
ENSG00000131379.5	C3orf20
ENSG00000197885.6	NKIRAS1
ENSG00000182973.14	CNOT10
ENSG00000187094.7	CCK
ENSG00000160801.9	PTH1R
ENSG00000080819.2	CPOX
ENSG00000114638.3	UPK1B
ENSG00000173702.3	MUC13
ENSG00000114019.10	AMOTL2
ENSG00000163746.7	PLSCR2
ENSG00000138271.4	GPR87
ENSG00000188306.6	LRRIQ4
ENSG00000178732.4	GP5
ENSG00000185112.4	FAM43A
ENSG00000173040.8	EVC2
ENSG00000047662.4	FAM184B
ENSG00000174343.5	CHRNA9
ENSG00000271271.1	UGT2A2
ENSG00000174796.8	THAP6
ENSG00000168785.3	TSPAN5
ENSG00000174607.6	UGT8
ENSG00000137473.13	TTC29
ENSG00000164168.3	TMEM184C
ENSG00000071205.7	ARHGAP10
ENSG00000164117.8	FBXO8
ENSG00000185758.7	CLDN24
ENSG00000173545.4	ZNF622
ENSG00000164512.13	ANKRD55
ENSG00000169067.2	ACTBL2
ENSG00000172497.4	ACOT12
ENSG00000118985.10	ELL2
ENSG00000113532.8	ST8SIA4
ENSG00000164185.4	ZNF474
ENSG00000113368.7	LMNB1
ENSG00000145794.12	MEGF10
ENSG00000152705.6	CATSPER3
ENSG00000249751.1	ECSCR
ENSG00000156453.9	PCDH1
ENSG00000127743.5	IL17B
ENSG00000155511.13	GRIA1
ENSG00000226650.4	KIF4B
ENSG00000172179.7	PRL
ENSG00000228727.4	SAPCD1
ENSG00000235863.2	B3GALT4
ENSG00000112033.9	PPARD
ENSG00000096063.10	SRPK1
ENSG00000112651.7	MRPL2
ENSG00000112658.6	SRF
ENSG00000112742.5	TTK
ENSG00000112246.5	SIM1
ENSG00000172673.6	THEMIS
ENSG00000164674.11	SYTL3
ENSG00000177706.8	FAM20C
ENSG00000136295.10	TTYH3
ENSG00000218823.1	PAPOLB
ENSG00000122592.6	HOXA7
ENSG00000253293.3	HOXA10
ENSG00000136275.6	C7orf69
ENSG00000135185.7	TMEM243
ENSG00000106330.7	MOSPD3
ENSG00000164815.6	ORC5
ENSG00000091128.8	LAMB4
ENSG00000235631.1	RNF148
ENSG00000174697.4	LEP
ENSG00000181072.7	CHRM2
ENSG00000243896.3	OR2A7
ENSG00000180053.6	NKX2-6
ENSG00000184661.9	CDCA2
ENSG00000131203.8	IDO1
ENSG00000154582.12	TCEB1
ENSG00000164687.6	FABP5
ENSG00000254318.1	C8orf87
ENSG00000147689.12	FAM83A
ENSG00000214814.2	FER1L6
ENSG00000042832.7	TG
ENSG00000179950.9	PUF60
ENSG00000170631.10	ZNF16
ENSG00000147862.10	NFIB
ENSG00000198642.5	KLHL9
ENSG00000184995.6	IFNE
ENSG00000205108.5	FAM205A
ENSG00000122705.12	CLTA
ENSG00000197724.6	PHF2
ENSG00000136928.4	GABBR2
ENSG00000119421.5	NDUFA8
ENSG00000136834.2	OR1J1
ENSG00000197233.7	OR1J2
ENSG00000239590.1	OR1J4
ENSG00000186130.4	ZBTB6
ENSG00000119408.12	NEK6
ENSG00000136942.10	RPL35
ENSG00000107164.15	FUBP3
ENSG00000178473.5	UCN3
ENSG00000169740.9	ZNF32
ENSG00000117983.13	MUC5B
ENSG00000179038.7	AP001885.1
ENSG00000175505.9	CLCF1
ENSG00000167800.9	TBX10
ENSG00000175591.7	P2RY2
ENSG00000118363.7	SPCS2
ENSG00000166736.7	HTR3A
ENSG00000095110.3	NXPE1
ENSG00000186174.8	BCL9L
ENSG00000166106.2	ADAMTS15
ENSG00000167779.3	IGFBP6
ENSG00000065361.10	ERBB3
ENSG00000170426.1	SDR9C7
ENSG00000121749.11	TBC1D15
ENSG00000198431.11	TXNRD1
ENSG00000111011.13	RSRC2
ENSG00000268091.1	AC078925.1
ENSG00000136367.12	ZFHX2
ENSG00000168282.4	MGAT2
ENSG00000205476.4	CCDC85C
ENSG00000137815.10	RTF1
ENSG00000168907.9	PLA2G4F
ENSG00000138587.5	MNS1
ENSG00000179151.7	EDC3
ENSG00000188869.8	TMC3
ENSG00000033011.7	ALG1
ENSG00000058600.11	POLR3E
ENSG00000134398.8	ERN2
ENSG00000256525.2	POLG2
ENSG00000167680.11	SEMA6B
ENSG00000257591.1	ZNF625
ENSG00000127528.5	KLF2
ENSG00000179066.6	AC020907.1
ENSG00000181392.10	SYNE4
ENSG00000239382.6	ALKBH6
ENSG00000105388.10	CEACAM5
ENSG00000187980.6	PLA2G2C
ENSG00000142959.4	BEST4
ENSG00000168710.13	AHCYL1
ENSG00000132704.11	FCRL2
ENSG00000198049.5	AVPR1B
ENSG00000162923.10	WDR26
ENSG00000119280.12	C1orf198
ENSG00000054267.16	ARID4B
ENSG00000125831.5	CST11
ENSG00000131043.7	AAR2
ENSG00000166897.10	ELFN2
ENSG00000163067.10	ZNF2
ENSG00000144057.11	ST6GAL2
ENSG00000155052.14	CNTNAP5
ENSG00000136541.10	ERMN
ENSG00000174279.4	EVX2
ENSG00000128710.5	HOXD10
ENSG00000163053.6	SLC16A14
ENSG00000184945.9	AQP12A
ENSG00000188167.4	TMPPE
ENSG00000163377.10	FAM19A4
ENSG00000109132.5	PHOX2B
ENSG00000138646.4	HERC5
ENSG00000186352.4	ANKRD37
ENSG00000174358.11	SLC6A19
ENSG00000049656.9	CLPTM1L
ENSG00000112936.14	C7
ENSG00000171495.12	MROH2B
ENSG00000164283.8	ESM1
ENSG00000112984.7	KIF20A
ENSG00000070814.13	TCOF1
ENSG00000113763.6	UNC5A
ENSG00000184348.2	HIST1H2AK
ENSG00000204613.6	TRIM10
ENSG00000204610.8	TRIM15
ENSG00000135521.8	LTV1
ENSG00000120279.6	MYCT1
ENSG00000172209.4	GPR22
ENSG00000222012.1	AC005481.5
ENSG00000164985.10	PSIP1
ENSG00000165238.12	WNK2
ENSG00000148204.7	CRB2
ENSG00000176244.6	ACBD7
ENSG00000148444.11	COMMD3
ENSG00000148584.10	A1CF
ENSG00000173239.9	LIPM
ENSG00000165841.5	CYP2C19
ENSG00000197893.9	NRAP
ENSG00000148735.10	PLEKHS1
ENSG00000071203.5	MS4A12
ENSG00000269089.1	AP003733.1
ENSG00000110583.8	NAA40
ENSG00000173486.8	FKBP2
ENSG00000204710.2	SPDYC
ENSG00000173120.10	KDM2A
ENSG00000172508.6	CARNS1
ENSG00000166002.2	SMCO4
ENSG00000255561.2	FDXACB1
ENSG00000118094.7	TREH
ENSG00000181499.2	OR6T1
ENSG00000255298.2	OR8G5
ENSG00000196341.2	OR8D1
ENSG00000110013.8	SIAE
ENSG00000111701.6	APOBEC1
ENSG00000139160.9	METTL20
ENSG00000161835.6	GRASP
ENSG00000186049.4	KRT73
ENSG00000258053.1	CTD-2021H9.3
ENSG00000111727.7	HCFC2
ENSG00000135148.7	TRAFD1
ENSG00000125207.3	PIWIL1
ENSG00000196387.5	ZNF140
ENSG00000139656.5	SMIM2
ENSG00000136158.6	SPRY2
ENSG00000092200.8	RPGRIP1
ENSG00000100918.8	REC8
ENSG00000258474.1	RP11-187E13.1
ENSG00000129514.4	FOXA1
ENSG00000100796.13	SMEK1
ENSG00000230778.1	ANKRD63
ENSG00000233041.4	PHGR1
ENSG00000166143.5	PPP1R14D
ENSG00000069667.11	RORA
ENSG00000259649.1	RP11-351M8.1
ENSG00000197978.8	GOLGA6L9
ENSG00000162104.5	ADCY9
ENSG00000078328.15	RBFOX1
ENSG00000261210.1	CLEC19A
ENSG00000158486.9	DNAH3
ENSG00000102996.4	MMP15
ENSG00000159714.6	ZDHHC1
ENSG00000159753.9	RLTPR
ENSG00000261567.1	RP11-680G10.1
ENSG00000132517.10	SLC52A1
ENSG00000006788.8	MYH13
ENSG00000109111.10	SUPT6H
ENSG00000172156.3	CCL11
ENSG00000266956.1	CTB-186H2.3
ENSG00000108753.8	HNF1B
ENSG00000187242.4	KRT12
ENSG00000171403.5	KRT9
ENSG00000131473.12	ACLY
ENSG00000125319.10	C17orf53
ENSG00000184361.8	SPATA32
ENSG00000125457.9	MIF4GD
ENSG00000080986.8	NDC80
ENSG00000268798.1	AC027307.3
ENSG00000214248.2	AC010336.1
ENSG00000104903.4	LYL1
ENSG00000197408.4	CYP2B6
ENSG00000105429.8	MEGF8
ENSG00000167380.12	ZNF226
ENSG00000185453.8	C19orf68
ENSG00000213762.6	ZNF134
ENSG00000237330.2	RNF223
ENSG00000078900.10	TP73
ENSG00000175206.6	NPPA
ENSG00000204518.2	AADACL4
ENSG00000142627.9	EPHA2
ENSG00000117215.10	PLA2G2D
ENSG00000175130.6	MARCKSL1
ENSG00000187889.8	C1orf168
ENSG00000116218.8	NPHS2
ENSG00000135829.12	DHX9
ENSG00000162670.8	BRINP3
ENSG00000162897.10	FCAMR
ENSG00000183780.8	SLC35F3
ENSG00000089012.10	SIRPG
ENSG00000168703.5	WFDC12
ENSG00000196132.7	MYT1
ENSG00000156284.4	CLDN8
ENSG00000182816.6	KRTAP13-2
ENSG00000185608.4	MRPL40
ENSG00000218357.3	LL22NC03-75H12.2
ENSG00000128165.7	ADM2
ENSG00000115194.6	SLC30A3
ENSG00000143921.6	ABCG8
ENSG00000005448.12	WDR54
ENSG00000270999.1	CH17-132F21.1
ENSG00000241635.3	UGT1A1
ENSG00000167165.14	UGT1A6
ENSG00000185176.8	AQP12B
ENSG00000173578.6	XCR1
ENSG00000164050.8	PLXNB1
ENSG00000178694.5	NSUN3
ENSG00000163515.6	RETNLB
ENSG00000144852.12	NR1I2
ENSG00000153767.5	GTF2E1
ENSG00000174946.5	GPR171
ENSG00000163577.3	EIF5A2
ENSG00000178084.1	HTR3C
ENSG00000216560.4	LINC00955
ENSG00000135220.6	UGT2A3
ENSG00000109205.12	ODAM
ENSG00000198301.7	SDAD1
ENSG00000138663.4	COPS4
ENSG00000138678.6	AGPAT9
ENSG00000236699.4	ARHGEF38
ENSG00000154447.10	SH3RF1
ENSG00000251139.1	RP11-701P16.2
ENSG00000164270.13	HTR4
ENSG00000168269.7	FOXI1
ENSG00000113300.7	CNOT6
ENSG00000124529.3	HIST1H4B
ENSG00000197061.3	HIST1H4C
ENSG00000256018.1	HIST1H3G
ENSG00000204614.4	TRIM40
ENSG00000204590.8	GNL1
ENSG00000227507.2	LTB
ENSG00000236761.4	CTAGE9
ENSG00000029363.11	BCLAF1
ENSG00000009765.10	IYD
ENSG00000203690.7	TCP10
ENSG00000170419.6	VSTM2A
ENSG00000146755.6	TRIM50
ENSG00000188050.2	RNF133
ENSG00000179603.13	GRM8
ENSG00000227471.4	AKR1B15
ENSG00000127362.2	TAS2R3
ENSG00000204876.4	AC021218.2
ENSG00000171320.10	ESCO2
ENSG00000147570.5	DNAJC5B
ENSG00000107018.6	RLN1
ENSG00000122711.4	SPINK4
ENSG00000204930.5	FAM221B
ENSG00000196092.8	PAX5
ENSG00000130222.6	GADD45G
ENSG00000023318.7	ERP44
ENSG00000171448.8	ZBTB26
ENSG00000106992.13	AK1
ENSG00000136758.14	YME1L1
ENSG00000096746.13	HNRNPH3
ENSG00000107872.8	FBXL15
ENSG00000117984.8	CTSD
ENSG00000172531.10	PPP1CA
ENSG00000137691.8	C11orf70
ENSG00000255384.1	RP11-770J1.4
ENSG00000166250.7	CLMP
ENSG00000127334.10	DYRK2
ENSG00000132963.7	POMP
ENSG00000100578.10	KIAA0586
ENSG00000139990.13	DCAF5
ENSG00000166963.8	MAP1A
ENSG00000237289.5	CKMT1B
ENSG00000103375.6	AQP8
ENSG00000171431.3	KRT20
ENSG00000168454.10	TXNDC2
ENSG00000197933.8	ZNF823
ENSG00000123143.8	PKN1
ENSG00000185792.5	NLRP9
ENSG00000163873.5	GRIK3
ENSG00000116954.7	RRAGC
ENSG00000117399.9	CDC20
ENSG00000123080.6	CDKN2C
ENSG00000162624.10	LHX8
ENSG00000121933.13	ADORA3
ENSG00000213064.5	SFT2D2
ENSG00000135763.5	URB2
ENSG00000131050.6	BPIFA2
ENSG00000171858.13	RPS21
ENSG00000101203.12	COL20A1
ENSG00000170820.7	FSHR
ENSG00000183733.6	FIGLA
ENSG00000114999.7	TTL
ENSG00000169554.12	ZEB2
ENSG00000178562.13	CD28
ENSG00000171450.4	CDK5R2
ENSG00000144550.8	CPNE9
ENSG00000144644.10	GADL1
ENSG00000114812.8	VIPR1
ENSG00000172139.10	SLC9C1
ENSG00000114113.2	RBP2
ENSG00000163660.7	CCNL1
ENSG00000164040.12	PGRMC2
ENSG00000083312.13	TNPO1
ENSG00000113161.11	HMGCR
ENSG00000182578.9	CSF1R
ENSG00000113739.6	STC2
ENSG00000130349.5	C6orf203
ENSG00000182747.4	SLC35D3
ENSG00000091831.17	ESR1
ENSG00000106080.6	FKBP14
ENSG00000011426.6	ANLN
ENSG00000077080.5	ACTL6B
ENSG00000169154.4	GOT1L1
ENSG00000170323.4	FABP4
ENSG00000164756.8	SLC30A8
ENSG00000156831.3	NSMCE2
ENSG00000119403.9	PHF19
ENSG00000180525.9	PRR26
ENSG00000269879.1	AL353583.1
ENSG00000108100.13	CCNY
ENSG00000150201.10	FXYD4
ENSG00000197910.7	FAM25G
ENSG00000267964.1	AC022400.2
ENSG00000204021.3	LIPK
ENSG00000119919.9	NKX2-3
ENSG00000120029.8	C10orf76
ENSG00000151532.9	VTI1A
ENSG00000148773.8	MKI67
ENSG00000180066.5	C10orf91
ENSG00000179826.5	MRGPRX3
ENSG00000183695.2	MRGPRX2
ENSG00000129173.8	E2F8
ENSG00000185475.4	TMEM179B
ENSG00000175550.3	DRAP1
ENSG00000198488.6	B3GNT6
ENSG00000255221.2	CARD17
ENSG00000197992.2	CLEC9A
ENSG00000197870.8	PRB3
ENSG00000180861.5	C12orf36
ENSG00000171681.8	ATF7IP
ENSG00000070019.3	GUCY2C
ENSG00000167552.9	TUBA1A
ENSG00000170484.5	KRT74
ENSG00000186442.6	KRT3
ENSG00000257230.1	RP11-272B17.2
ENSG00000166148.2	AVPR1A
ENSG00000153179.7	RASSF3
ENSG00000139318.7	DUSP6
ENSG00000012504.9	NR1H4
ENSG00000180389.6	ATP5EP2
